Temperature (K)	Pressure (bar)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
289.63	52.712	18.361	0.054464	10.473	10.760	50.640	43.660	159.45	375.81	0.11747	72.013	0.090006	0.0017177	3.8544	0.25944	16.868	18.236	76.452	44.943	155.41	199.81	1.1578	17.272	0.029424
289.70	52.802	18.346	0.054508	10.482	10.770	50.672	43.674	159.89	375.06	0.11802	71.897	0.089917	0.0017069	3.8646	0.25876	16.864	18.231	76.427	44.984	156.10	199.74	1.1564	17.288	0.029499
289.77	52.891	18.331	0.054552	10.491	10.779	50.704	43.688	160.33	374.32	0.11858	71.780	0.089828	0.0016962	3.8747	0.25808	16.861	18.226	76.401	45.024	156.79	199.67	1.1551	17.305	0.029575
289.84	52.981	18.316	0.054596	10.500	10.789	50.736	43.702	160.77	373.58	0.11913	71.664	0.089740	0.0016854	3.8849	0.25741	16.857	18.221	76.376	45.065	157.50	199.60	1.1538	17.321	0.029652
289.92	53.070	18.302	0.054640	10.509	10.799	50.767	43.717	161.22	372.83	0.11970	71.547	0.089651	0.0016747	3.8951	0.25673	16.853	18.215	76.350	45.106	158.20	199.53	1.1524	17.337	0.029729
289.99	53.160	18.287	0.054685	10.518	10.808	50.799	43.731	161.67	372.09	0.12026	71.431	0.089563	0.0016641	3.9054	0.25606	16.849	18.210	76.324	45.147	158.92	199.46	1.1511	17.354	0.029806
290.06	53.250	18.272	0.054729	10.526	10.818	50.831	43.745	162.13	371.35	0.12082	71.315	0.089475	0.0016534	3.9157	0.25538	16.845	18.205	76.299	45.188	159.64	199.39	1.1498	17.370	0.029884
290.13	53.339	18.257	0.054774	10.535	10.828	50.862	43.760	162.59	370.60	0.12139	71.199	0.089387	0.0016428	3.9260	0.25471	16.841	18.200	76.273	45.229	160.37	199.32	1.1484	17.387	0.029962
290.20	53.429	18.242	0.054819	10.544	10.837	50.894	43.775	163.05	369.86	0.12196	71.083	0.089299	0.0016323	3.9363	0.25404	16.837	18.195	76.247	45.270	161.10	199.25	1.1471	17.403	0.030041
290.27	53.519	18.227	0.054864	10.553	10.847	50.926	43.789	163.52	369.12	0.12254	70.967	0.089212	0.0016217	3.9467	0.25338	16.833	18.189	76.221	45.312	161.85	199.18	1.1458	17.420	0.030120
290.34	53.608	18.212	0.054909	10.562	10.857	50.958	43.804	163.99	368.38	0.12312	70.851	0.089124	0.0016112	3.9571	0.25271	16.829	18.184	76.195	45.353	162.59	199.11	1.1444	17.437	0.030200
290.41	53.698	18.197	0.054954	10.571	10.866	50.989	43.819	164.47	367.63	0.12370	70.735	0.089037	0.0016007	3.9675	0.25205	16.826	18.179	76.169	45.395	163.35	199.04	1.1431	17.454	0.030280
290.48	53.787	18.182	0.054999	10.580	10.876	51.021	43.834	164.95	366.89	0.12428	70.620	0.088950	0.0015902	3.9779	0.25139	16.822	18.174	76.143	45.437	164.11	198.97	1.1417	17.471	0.030360
290.55	53.877	18.167	0.055045	10.589	10.886	51.053	43.849	165.43	366.15	0.12487	70.504	0.088863	0.0015798	3.9884	0.25073	16.818	18.168	76.117	45.479	164.88	198.90	1.1404	17.488	0.030441
290.62	53.967	18.152	0.055091	10.598	10.896	51.085	43.864	165.92	365.40	0.12546	70.389	0.088776	0.0015694	3.9989	0.25007	16.814	18.163	76.091	45.521	165.66	198.83	1.1391	17.505	0.030523
290.69	54.056	18.137	0.055137	10.607	10.905	51.116	43.879	166.41	364.66	0.12605	70.273	0.088689	0.0015590	4.0095	0.24941	16.809	18.158	76.065	45.564	166.44	198.76	1.1377	17.522	0.030605
290.76	54.146	18.122	0.055183	10.616	10.915	51.148	43.895	166.91	363.92	0.12664	70.158	0.088602	0.0015487	4.0201	0.24875	16.805	18.152	76.039	45.606	167.23	198.68	1.1364	17.539	0.030687
290.83	54.235	18.106	0.055229	10.625	10.925	51.180	43.910	167.41	363.17	0.12724	70.043	0.088516	0.0015384	4.0307	0.24810	16.801	18.147	76.013	45.649	168.03	198.61	1.1350	17.556	0.030770
290.90	54.325	18.091	0.055275	10.634	10.935	51.212	43.926	167.91	362.43	0.12785	69.927	0.088430	0.0015281	4.0413	0.24744	16.797	18.142	75.987	45.691	168.84	198.54	1.1337	17.573	0.030854
290.97	54.415	18.076	0.055322	10.643	10.944	51.244	43.941	168.42	361.69	0.12845	69.812	0.088344	0.0015178	4.0520	0.24679	16.793	18.136	75.961	45.734	169.65	198.47	1.1323	17.591	0.030938
291.04	54.504	18.061	0.055368	10.652	10.954	51.275	43.957	168.94	360.94	0.12906	69.697	0.088258	0.0015076	4.0627	0.24614	16.789	18.131	75.934	45.777	170.48	198.40	1.1309	17.608	0.031023
291.11	54.594	18.046	0.055415	10.661	10.964	51.307	43.973	169.46	360.20	0.12967	69.582	0.088172	0.0014974	4.0734	0.24549	16.785	18.125	75.908	45.821	171.31	198.33	1.1296	17.625	0.031108
291.18	54.684	18.030	0.055462	10.670	10.974	51.339	43.989	169.98	359.45	0.13028	69.467	0.088087	0.0014872	4.0842	0.24485	16.781	18.120	75.881	45.864	172.14	198.25	1.1282	17.643	0.031193
291.24	54.773	18.015	0.055509	10.679	10.983	51.371	44.005	170.51	358.71	0.13090	69.353	0.088001	0.0014770	4.0950	0.24420	16.777	18.114	75.855	45.908	172.99	198.18	1.1269	17.661	0.031280
291.31	54.863	18.000	0.055556	10.688	10.993	51.403	44.021	171.05	357.97	0.13152	69.238	0.087916	0.0014669	4.1058	0.24356	16.772	18.109	75.829	45.951	173.85	198.11	1.1255	17.678	0.031366
291.38	54.952	17.984	0.055604	10.697	11.003	51.435	44.038	171.58	357.22	0.13215	69.123	0.087831	0.0014568	4.1167	0.24291	16.768	18.103	75.802	45.995	174.71	198.04	1.1241	17.696	0.031454
291.45	55.042	17.969	0.055651	10.706	11.013	51.467	44.054	172.13	356.48	0.13278	69.008	0.087746	0.0014468	4.1276	0.24227	16.764	18.098	75.775	46.039	175.58	197.97	1.1228	17.714	0.031541
291.52	55.132	17.954	0.055699	10.715	11.023	51.499	44.071	172.68	355.73	0.13341	68.894	0.087661	0.0014367	4.1385	0.24163	16.760	18.092	75.749	46.083	176.46	197.89	1.1214	17.732	0.031630
291.59	55.221	17.938	0.055747	10.724	11.032	51.530	44.087	173.23	354.98	0.13404	68.779	0.087577	0.0014267	4.1495	0.24099	16.755	18.086	75.722	46.128	177.35	197.82	1.1200	17.750	0.031719
291.66	55.311	17.923	0.055795	10.734	11.042	51.562	44.104	173.79	354.24	0.13468	68.665	0.087493	0.0014167	4.1605	0.24036	16.751	18.081	75.695	46.172	178.25	197.75	1.1186	17.768	0.031808
291.73	55.401	17.907	0.055844	10.743	11.052	51.594	44.121	174.35	353.49	0.13532	68.551	0.087409	0.0014068	4.1715	0.23972	16.747	18.075	75.668	46.217	179.16	197.67	1.1173	17.786	0.031898
291.79	55.490	17.892	0.055892	10.752	11.062	51.626	44.138	174.92	352.75	0.13597	68.436	0.087325	0.0013969	4.1826	0.23909	16.743	18.069	75.642	46.262	180.07	197.60	1.1159	17.804	0.031989
291.86	55.580	17.876	0.055941	10.761	11.072	51.658	44.155	175.50	352.00	0.13662	68.322	0.087241	0.0013870	4.1937	0.23845	16.738	18.064	75.615	46.307	181.00	197.53	1.1145	17.823	0.032080
291.93	55.669	17.860	0.055990	10.770	11.081	51.690	44.173	176.08	351.25	0.13727	68.208	0.087157	0.0013771	4.2048	0.23782	16.734	18.058	75.588	46.352	181.93	197.45	1.1131	17.841	0.032172
292.00	55.759	17.845	0.056039	10.779	11.091	51.722	44.190	176.67	350.50	0.13792	68.093	0.087074	0.0013673	4.2160	0.23719	16.730	18.052	75.561	46.397	182.88	197.38	1.1117	17.859	0.032264
292.07	55.849	17.829	0.056088	10.788	11.101	51.754	44.208	177.26	349.75	0.13858	67.979	0.086991	0.0013574	4.2272	0.23656	16.725	18.046	75.534	46.443	183.83	197.31	1.1103	17.878	0.032357
292.13	55.938	17.814	0.056137	10.797	11.111	51.786	44.225	177.86	349.01	0.13925	67.865	0.086908	0.0013477	4.2384	0.23594	16.721	18.041	75.507	46.489	184.80	197.23	1.1090	17.896	0.032451
292.20	56.028	17.798	0.056187	10.806	11.121	51.818	44.243	178.46	348.26	0.13992	67.751	0.086825	0.0013379	4.2497	0.23531	16.716	18.035	75.479	46.535	185.77	197.16	1.1076	17.915	0.032545
292.27	56.118	17.782	0.056236	10.815	11.131	51.850	44.261	179.07	347.51	0.14059	67.637	0.086743	0.0013282	4.2610	0.23469	16.712	18.029	75.452	46.581	186.76	197.08	1.1062	17.934	0.032640
292.34	56.207	17.766	0.056286	10.824	11.141	51.882	44.279	179.68	346.76	0.14126	67.523	0.086660	0.0013185	4.2724	0.23406	16.707	18.023	75.425	46.627	187.75	197.01	1.1048	17.953	0.032736
292.41	56.297	17.751	0.056336	10.833	11.151	51.915	44.298	180.31	346.01	0.14194	67.409	0.086578	0.0013088	4.2838	0.23344	16.703	18.017	75.398	46.673	188.76	196.93	1.1034	17.972	0.032832
292.47	56.386	17.735	0.056387	10.842	11.160	51.947	44.316	180.93	345.26	0.14262	67.295	0.086496	0.0012992	4.2952	0.23282	16.698	18.011	75.370	46.720	189.78	196.86	1.1020	17.991	0.032929
292.54	56.476	17.719	0.056437	10.852	11.170	51.979	44.335	181.57	344.51	0.14331	67.181	0.086415	0.0012895	4.3067	0.23220	16.694	18.005	75.343	46.767	190.80	196.78	1.1006	18.010	0.033026
292.61	56.566	17.703	0.056488	10.861	11.180	52.011	44.354	182.21	343.75	0.14400	67.067	0.086333	0.0012799	4.3182	0.23158	16.689	17.999	75.315	46.814	191.84	196.71	1.0992	18.029	0.033124
292.68	56.655	17.687	0.056539	10.870	11.190	52.043	44.373	182.86	343.00	0.14469	66.954	0.086252	0.0012704	4.3297	0.23096	16.685	17.993	75.288	46.861	192.89	196.63	1.0977	18.048	0.033223
292.74	56.745	17.671	0.056590	10.879	11.200	52.075	44.392	183.51	342.25	0.14539	66.840	0.086171	0.0012608	4.3413	0.23035	16.680	17.987	75.260	46.909	193.96	196.56	1.0963	18.068	0.033322
292.81	56.835	17.655	0.056641	10.888	11.210	52.108	44.411	184.17	341.49	0.14609	66.726	0.086090	0.0012513	4.3529	0.22973	16.676	17.981	75.232	46.956	195.03	196.48	1.0949	18.087	0.033423
292.88	56.924	17.639	0.056693	10.897	11.220	52.140	44.431	184.84	340.74	0.14680	66.612	0.086010	0.0012419	4.3646	0.22912	16.671	17.975	75.205	47.004	196.11	196.41	1.0935	18.107	0.033523
292.94	57.014	17.623	0.056744	10.906	11.230	52.172	44.450	185.51	339.98	0.14751	66.499	0.085929	0.0012324	4.3763	0.22850	16.666	17.969	75.177	47.052	197.21	196.33	1.0921	18.126	0.033625
293.01	57.103	17.607	0.056796	10.916	11.240	52.204	44.470	186.20	339.23	0.14823	66.385	0.085849	0.0012230	4.3880	0.22789	16.662	17.963	75.149	47.100	198.32	196.25	1.0906	18.146	0.033727
293.08	57.193	17.591	0.056848	10.925	11.250	52.237	44.490	186.88	338.47	0.14895	66.271	0.085769	0.0012136	4.3998	0.22728	16.657	17.957	75.121	47.149	199.44	196.18	1.0892	18.166	0.033830
293.14	57.283	17.574	0.056901	10.934	11.260	52.269	44.510	187.58	337.72	0.14967	66.158	0.085690	0.0012042	4.4116	0.22667	16.652	17.951	75.093	47.198	200.58	196.10	1.0878	18.186	0.033934
293.21	57.372	17.558	0.056953	10.943	11.270	52.301	44.531	188.28	336.96	0.15040	66.044	0.085611	0.0011949	4.4235	0.22606	16.647	17.944	75.065	47.246	201.73	196.02	1.0864	18.206	0.034038
293.28	57.462	17.542	0.057006	10.952	11.280	52.334	44.551	189.00	336.20	0.15113	65.930	0.085531	0.0011856	4.4354	0.22546	16.643	17.938	75.037	47.296	202.89	195.95	1.0849	18.226	0.034144
293.34	57.551	17.526	0.057059	10.961	11.290	52.366	44.572	189.71	335.44	0.15187	65.817	0.085453	0.0011763	4.4474	0.22485	16.638	17.932	75.009	47.345	204.06	195.87	1.0835	18.246	0.034249
293.41	57.641	17.509	0.057112	10.971	11.300	52.398	44.593	190.44	334.68	0.15261	65.703	0.085374	0.0011670	4.4594	0.22425	16.633	17.926	74.981	47.394	205.25	195.79	1.0820	18.266	0.034356
293.48	57.731	17.493	0.057165	10.980	11.310	52.431	44.614	191.18	333.92	0.15336	65.590	0.085296	0.0011578	4.4714	0.22364	16.628	17.919	74.952	47.444	206.45	195.71	1.0806	18.287	0.034464
293.54	57.820	17.477	0.057219	10.989	11.320	52.463	44.635	191.92	333.16	0.15411	65.476	0.085218	0.0011486	4.4835	0.22304	16.623	17.913	74.924	47.494	207.67	195.64	1.0792	18.307	0.034572
293.61	57.910	17.460	0.057273	10.998	11.330	52.496	44.657	192.67	332.40	0.15486	65.362	0.085140	0.0011394	4.4956	0.22244	16.619	17.907	74.895	47.544	208.90	195.56	1.0777	18.328	0.034681
293.67	58.000	17.444	0.057327	11.008	11.340	52.528	44.679	193.43	331.63	0.15562	65.249	0.085063	0.0011303	4.5078	0.22184	16.614	17.900	74.867	47.595	210.14	195.48	1.0762	18.348	0.034791
293.74	58.089	17.427	0.057381	11.017	11.350	52.561	44.701	194.20	330.87	0.15639	65.135	0.084985	0.0011211	4.5200	0.22124	16.609	17.894	74.838	47.646	211.40	195.40	1.0748	18.369	0.034901
293.81	58.179	17.411	0.057436	11.026	11.360	52.594	44.723	194.98	330.11	0.15715	65.022	0.084909	0.0011121	4.5322	0.22064	16.604	17.887	74.810	47.697	212.67	195.32	1.0733	18.390	0.035013
293.87	58.268	17.394	0.057491	11.035	11.370	52.626	44.745	195.76	329.34	0.15793	64.908	0.084832	0.0011030	4.5445	0.22005	16.599	17.881	74.781	47.748	213.96	195.24	1.0719	18.411	0.035125
293.94	58.358	17.377	0.057546	11.045	11.380	52.659	44.768	196.56	328.57	0.15871	64.794	0.084756	0.0010939	4.5569	0.21945	16.594	17.874	74.752	47.799	215.27	195.16	1.0704	18.432	0.035238
294.00	58.448	17.361	0.057601	11.054	11.391	52.691	44.791	197.36	327.81	0.15949	64.681	0.084680	0.0010849	4.5693	0.21885	16.589	17.868	74.723	47.851	216.59	195.08	1.0689	18.453	0.035352
294.07	58.537	17.344	0.057656	11.063	11.401	52.724	44.814	198.17	327.04	0.16028	64.567	0.084604	0.0010760	4.5817	0.21826	16.584	17.861	74.694	47.903	217.92	195.00	1.0675	18.475	0.035467
294.13	58.627	17.327	0.057712	11.072	11.411	52.757	44.837	199.00	326.27	0.16108	64.454	0.084529	0.0010670	4.5942	0.21767	16.579	17.855	74.665	47.955	219.28	194.92	1.0660	18.496	0.035583
294.20	58.717	17.311	0.057768	11.082	11.421	52.790	44.861	199.83	325.50	0.16188	64.340	0.084454	0.0010581	4.6067	0.21707	16.574	17.848	74.636	48.007	220.65	194.84	1.0645	18.518	0.035700
294.27	58.806	17.294	0.057824	11.091	11.431	52.822	44.885	200.67	324.73	0.16268	64.226	0.084379	0.0010492	4.6193	0.21648	16.568	17.842	74.607	48.060	222.03	194.76	1.0630	18.539	0.035817
294.33	58.896	17.277	0.057881	11.100	11.441	52.855	44.909	201.53	323.96	0.16349	64.113	0.084305	0.0010403	4.6319	0.21589	16.563	17.835	74.578	48.113	223.44	194.68	1.0615	18.561	0.035935
294.40	58.985	17.260	0.057938	11.110	11.452	52.888	44.933	202.39	323.18	0.16431	63.999	0.084231	0.0010314	4.6446	0.21530	16.558	17.828	74.548	48.166	224.86	194.60	1.0600	18.583	0.036055
294.46	59.075	17.243	0.057995	11.119	11.462	52.921	44.958	203.26	322.41	0.16513	63.885	0.084157	0.0010226	4.6573	0.21471	16.553	17.821	74.519	48.220	226.30	194.52	1.0585	18.605	0.036175
294.53	59.165	17.226	0.058052	11.128	11.472	52.954	44.983	204.15	321.63	0.16595	63.771	0.084084	0.0010138	4.6701	0.21413	16.548	17.815	74.489	48.274	227.76	194.44	1.0570	18.627	0.036296
294.59	59.254	17.209	0.058109	11.138	11.482	52.987	45.008	205.04	320.86	0.16678	63.658	0.084011	0.0010051	4.6829	0.21354	16.543	17.808	74.460	48.328	229.23	194.36	1.0555	18.649	0.036418
294.66	59.344	17.192	0.058167	11.147	11.492	53.020	45.034	205.95	320.08	0.16762	63.544	0.083938	0.00099633	4.6958	0.21296	16.537	17.801	74.430	48.382	230.73	194.28	1.0540	18.671	0.036542
294.72	59.434	17.175	0.058225	11.157	11.503	53.053	45.060	206.87	319.30	0.16846	63.430	0.083866	0.00098762	4.7088	0.21237	16.532	17.794	74.400	48.437	232.25	194.19	1.0525	18.694	0.036666
294.79	59.523	17.157	0.058284	11.166	11.513	53.086	45.086	207.80	318.52	0.16931	63.316	0.083794	0.00097894	4.7217	0.21179	16.527	17.787	74.370	48.492	233.78	194.11	1.0510	18.716	0.036791
294.85	59.613	17.140	0.058342	11.175	11.523	53.119	45.112	208.74	317.74	0.17017	63.202	0.083723	0.00097029	4.7348	0.21120	16.521	17.780	74.341	48.547	235.34	194.03	1.0495	18.739	0.036917
294.91	59.702	17.123	0.058401	11.185	11.534	53.152	45.139	209.69	316.95	0.17103	63.088	0.083652	0.00096166	4.7479	0.21062	16.516	17.773	74.311	48.602	236.91	193.95	1.0480	18.762	0.037044
294.98	59.792	17.106	0.058460	11.194	11.544	53.185	45.166	210.66	316.17	0.17189	62.974	0.083581	0.00095306	4.7610	0.21004	16.511	17.766	74.280	48.658	238.51	193.86	1.0464	18.785	0.037172
295.04	59.882	17.088	0.058520	11.204	11.554	53.219	45.193	211.63	315.39	0.17276	62.860	0.083511	0.00094449	4.7742	0.20946	16.505	17.759	74.250	48.714	240.13	193.78	1.0449	18.808	0.037302
295.11	59.971	17.071	0.058580	11.213	11.565	53.252	45.220	212.62	314.60	0.17364	62.746	0.083441	0.00093594	4.7875	0.20888	16.500	17.752	74.220	48.771	241.77	193.70	1.0434	18.831	0.037432
295.17	60.061	17.053	0.058640	11.223	11.575	53.285	45.248	213.63	313.81	0.17453	62.632	0.083371	0.00092742	4.8008	0.20830	16.494	17.745	74.190	48.828	243.43	193.61	1.0418	18.854	0.037563
295.24	60.151	17.036	0.058700	11.232	11.585	53.319	45.277	214.65	313.02	0.17542	62.517	0.083303	0.00091893	4.8141	0.20772	16.489	17.738	74.159	48.885	245.12	193.53	1.0403	18.878	0.037696
295.30	60.240	17.018	0.058761	11.242	11.596	53.352	45.305	215.68	312.23	0.17631	62.403	0.083234	0.00091047	4.8275	0.20714	16.483	17.731	74.129	48.942	246.82	193.44	1.0387	18.901	0.037830
295.36	60.330	17.000	0.058822	11.251	11.606	53.385	45.334	216.72	311.44	0.17722	62.289	0.083166	0.00090203	4.8410	0.20657	16.478	17.724	74.098	49.000	248.56	193.36	1.0372	18.925	0.037964
295.43	60.419	16.983	0.058883	11.261	11.616	53.419	45.363	217.78	310.65	0.17813	62.174	0.083098	0.00089363	4.8546	0.20599	16.472	17.717	74.067	49.058	250.31	193.27	1.0356	18.949	0.038100
295.49	60.509	16.965	0.058945	11.270	11.627	53.453	45.393	218.86	309.85	0.17904	62.060	0.083031	0.00088525	4.8681	0.20542	16.466	17.709	74.036	49.116	252.09	193.19	1.0341	18.973	0.038237
295.56	60.599	16.947	0.059007	11.280	11.637	53.486	45.423	219.94	309.06	0.17996	61.945	0.082965	0.00087689	4.8818	0.20484	16.461	17.702	74.005	49.175	253.90	193.10	1.0325	18.997	0.038375
295.62	60.688	16.929	0.059069	11.289	11.648	53.520	45.453	221.05	308.26	0.18089	61.831	0.082898	0.00086857	4.8955	0.20427	16.455	17.695	73.974	49.234	255.73	193.01	1.0309	19.021	0.038515
295.68	60.778	16.911	0.059131	11.299	11.658	53.553	45.484	222.17	307.46	0.18183	61.716	0.082833	0.00086027	4.9093	0.20370	16.449	17.687	73.943	49.293	257.59	192.93	1.0294	19.046	0.038656
295.75	60.867	16.894	0.059194	11.309	11.669	53.587	45.515	223.30	306.66	0.18277	61.601	0.082768	0.00085200	4.9231	0.20312	16.443	17.680	73.912	49.353	259.47	192.84	1.0278	19.070	0.038798
295.81	60.957	16.875	0.059258	11.318	11.679	53.621	45.547	224.45	305.86	0.18372	61.486	0.082703	0.00084375	4.9370	0.20255	16.438	17.672	73.881	49.413	261.38	192.75	1.0262	19.095	0.038941
295.87	61.047	16.857	0.059321	11.328	11.690	53.655	45.579	225.62	305.06	0.18468	61.371	0.082639	0.00083554	4.9510	0.20198	16.432	17.665	73.849	49.474	263.32	192.66	1.0246	19.120	0.039085
295.94	61.136	16.839	0.059385	11.337	11.700	53.689	45.611	226.81	304.25	0.18564	61.256	0.082575	0.00082735	4.9650	0.20141	16.426	17.657	73.818	49.535	265.29	192.58	1.0230	19.145	0.039231
296.00	61.226	16.821	0.059449	11.347	11.711	53.723	45.644	228.01	303.45	0.18661	61.141	0.082513	0.00081919	4.9791	0.20084	16.420	17.650	73.786	49.596	267.29	192.49	1.0214	19.170	0.039378
296.06	61.316	16.803	0.059514	11.357	11.722	53.757	45.677	229.23	302.64	0.18759	61.026	0.082450	0.00081106	4.9932	0.20027	16.414	17.642	73.754	49.657	269.32	192.40	1.0198	19.195	0.039526
296.13	61.405	16.784	0.059579	11.366	11.732	53.791	45.710	230.47	301.83	0.18858	60.911	0.082388	0.00080295	5.0074	0.19970	16.408	17.635	73.722	49.719	271.37	192.31	1.0182	19.221	0.039676
296.19	61.495	16.766	0.059644	11.376	11.743	53.825	45.744	231.72	301.02	0.18957	60.795	0.082327	0.00079487	5.0217	0.19914	16.402	17.627	73.690	49.782	273.46	192.22	1.0166	19.246	0.039827
296.25	61.584	16.748	0.059710	11.386	11.754	53.859	45.779	233.00	300.21	0.19057	60.680	0.082267	0.00078682	5.0361	0.19857	16.396	17.619	73.658	49.845	275.58	192.13	1.0150	19.272	0.039980
296.31	61.674	16.729	0.059776	11.396	11.764	53.893	45.814	234.30	299.39	0.19158	60.564	0.082207	0.00077880	5.0505	0.19800	16.390	17.611	73.626	49.908	277.74	192.04	1.0133	19.298	0.040134
296.38	61.764	16.711	0.059842	11.405	11.775	53.927	45.849	235.61	298.57	0.19260	60.448	0.082147	0.00077081	5.0650	0.19743	16.384	17.604	73.594	49.972	279.92	191.95	1.0117	19.324	0.040289
296.44	61.853	16.692	0.059909	11.415	11.786	53.962	45.885	236.95	297.76	0.19362	60.332	0.082089	0.00076284	5.0795	0.19687	16.378	17.596	73.561	50.036	282.14	191.86	1.0101	19.350	0.040446
296.50	61.943	16.673	0.059976	11.425	11.796	53.996	45.921	238.30	296.94	0.19465	60.216	0.082030	0.00075490	5.0941	0.19630	16.372	17.588	73.529	50.100	284.40	191.76	1.0084	19.377	0.040604
296.56	62.033	16.654	0.060044	11.435	11.807	54.031	45.958	239.68	296.12	0.19569	60.100	0.081973	0.00074699	5.1088	0.19574	16.366	17.580	73.496	50.165	286.69	191.67	1.0068	19.403	0.040764
296.63	62.122	16.636	0.060112	11.444	11.818	54.065	45.995	241.08	295.29	0.19674	59.984	0.081916	0.00073911	5.1236	0.19518	16.359	17.572	73.463	50.230	289.02	191.58	1.0051	19.430	0.040926
296.69	62.212	16.617	0.060180	11.454	11.829	54.100	46.033	242.50	294.47	0.19780	59.867	0.081861	0.00073125	5.1384	0.19461	16.353	17.564	73.430	50.296	291.38	191.49	1.0035	19.457	0.041089
296.75	62.301	16.598	0.060249	11.464	11.840	54.134	46.071	243.95	293.64	0.19886	59.751	0.081805	0.00072342	5.1534	0.19405	16.347	17.556	73.397	50.362	293.79	191.39	1.0018	19.484	0.041253
296.81	62.391	16.579	0.060318	11.474	11.850	54.169	46.110	245.42	292.81	0.19993	59.634	0.081751	0.00071562	5.1683	0.19349	16.340	17.548	73.364	50.429	296.23	191.30	1.0002	19.512	0.041420
296.88	62.481	16.560	0.060388	11.484	11.861	54.204	46.150	246.91	291.98	0.20102	59.517	0.081697	0.00070785	5.1834	0.19292	16.334	17.540	73.331	50.496	298.71	191.20	0.99848	19.539	0.041588
296.94	62.570	16.540	0.060458	11.494	11.872	54.239	46.189	248.43	291.15	0.20211	59.400	0.081644	0.00070010	5.1986	0.19236	16.328	17.531	73.297	50.564	301.24	191.11	0.99679	19.567	0.041757
297.00	62.660	16.521	0.060529	11.504	11.883	54.274	46.230	249.97	290.31	0.20321	59.283	0.081592	0.00069239	5.2138	0.19180	16.321	17.523	73.264	50.632	303.80	191.01	0.99511	19.595	0.041928
297.06	62.750	16.502	0.060600	11.514	11.894	54.309	46.271	251.54	289.48	0.20431	59.166	0.081541	0.00068470	5.2291	0.19124	16.315	17.515	73.230	50.701	306.41	190.92	0.99341	19.623	0.042102
297.12	62.839	16.482	0.060671	11.524	11.905	54.344	46.313	253.14	288.64	0.20543	59.048	0.081490	0.00067704	5.2445	0.19068	16.308	17.506	73.196	50.770	309.07	190.82	0.99171	19.651	0.042276
297.19	62.929	16.463	0.060743	11.534	11.916	54.379	46.355	254.76	287.80	0.20656	58.930	0.081441	0.00066941	5.2599	0.19012	16.302	17.498	73.162	50.840	311.77	190.72	0.99001	19.679	0.042453
297.25	63.018	16.443	0.060815	11.544	11.927	54.414	46.398	256.41	286.96	0.20769	58.813	0.081392	0.00066180	5.2755	0.18956	16.295	17.490	73.128	50.910	314.51	190.63	0.98830	19.708	0.042632
297.31	63.108	16.424	0.060888	11.554	11.938	54.450	46.441	258.09	286.11	0.20884	58.695	0.081344	0.00065423	5.2911	0.18900	16.288	17.481	73.094	50.980	317.31	190.53	0.98658	19.737	0.042812
297.37	63.198	16.404	0.060961	11.564	11.949	54.485	46.485	259.80	285.27	0.20999	58.576	0.081297	0.00064668	5.3068	0.18844	16.282	17.473	73.059	51.052	320.15	190.43	0.98485	19.766	0.042994
297.43	63.287	16.384	0.061035	11.574	11.960	54.521	46.530	261.54	284.42	0.21116	58.458	0.081251	0.00063916	5.3226	0.18788	16.275	17.464	73.025	51.123	323.05	190.33	0.98312	19.795	0.043179
297.49	63.377	16.364	0.061109	11.584	11.971	54.556	46.575	263.31	283.57	0.21233	58.339	0.081206	0.00063167	5.3385	0.18732	16.268	17.455	72.990	51.196	325.99	190.23	0.98138	19.825	0.043365
297.55	63.467	16.344	0.061184	11.594	11.983	54.592	46.621	265.12	282.71	0.21352	58.221	0.081162	0.00062420	5.3544	0.18676	16.261	17.447	72.955	51.269	328.99	190.13	0.97964	19.854	0.043553
297.62	63.556	16.324	0.061259	11.604	11.994	54.628	46.668	266.95	281.86	0.21471	58.102	0.081119	0.00061677	5.3705	0.18620	16.254	17.438	72.920	51.342	332.04	190.03	0.97789	19.884	0.043743
297.68	63.646	16.304	0.061335	11.615	12.005	54.664	46.715	268.82	281.00	0.21592	57.982	0.081077	0.00060936	5.3866	0.18564	16.248	17.429	72.885	51.416	335.15	189.93	0.97613	19.914	0.043936
297.74	63.735	16.284	0.061411	11.625	12.016	54.699	46.763	270.73	280.14	0.21713	57.863	0.081036	0.00060198	5.4029	0.18509	16.241	17.420	72.850	51.491	338.32	189.83	0.97436	19.945	0.044131
297.80	63.825	16.263	0.061488	11.635	12.027	54.735	46.812	272.67	279.28	0.21836	57.743	0.080996	0.00059464	5.4192	0.18453	16.234	17.411	72.814	51.566	341.55	189.72	0.97259	19.975	0.044327
